"","domainID","siteID","plotID","plotType","subtype","plotSize"
"1","D07","ORNL","ORNL_001","distributed","basePlot",1600
"2","D07","ORNL","ORNL_001","distributed","mammalGrid",8100
"3","D07","ORNL","ORNL_002","distributed","basePlot",1600
"4","D07","ORNL","ORNL_002","distributed","birdGrid",250000
"5","D07","ORNL","ORNL_002","distributed","mammalGrid",8100
"6","D07","ORNL","ORNL_002","distributed","tickPlot",1600
"7","D07","ORNL","ORNL_003","distributed","basePlot",1600
"8","D07","ORNL","ORNL_003","distributed","birdGrid",250000
"9","D07","ORNL","ORNL_003","distributed","mammalGrid",8100
"10","D07","ORNL","ORNL_003","distributed","tickPlot",1600
"11","D07","ORNL","ORNL_004","distributed","basePlot",1600
"12","D07","ORNL","ORNL_004","distributed","birdGrid",250000
"13","D07","ORNL","ORNL_004","distributed","mammalGrid",8100
"14","D07","ORNL","ORNL_005","distributed","mosquitoPoint",0
"15","D07","ORNL","ORNL_006","distributed","basePlot",1600
"16","D07","ORNL","ORNL_006","distributed","mammalGrid",8100
"17","D07","ORNL","ORNL_007","distributed","basePlot",1600
"18","D07","ORNL","ORNL_007","distributed","birdGrid",250000
"19","D07","ORNL","ORNL_007","distributed","mammalGrid",8100
"20","D07","ORNL","ORNL_007","distributed","tickPlot",1600
"21","D07","ORNL","ORNL_008","distributed","basePlot",1600
"22","D07","ORNL","ORNL_008","distributed","tickPlot",1600
"23","D07","ORNL","ORNL_009","distributed","basePlot",1600
"24","D07","ORNL","ORNL_009","distributed","tickPlot",1600
"25","D07","ORNL","ORNL_010","distributed","basePlot",1600
"26","D07","ORNL","ORNL_010","distributed","birdGrid",250000
"27","D07","ORNL","ORNL_011","distributed","mosquitoPoint",0
"28","D07","ORNL","ORNL_012","distributed","basePlot",1600
"29","D07","ORNL","ORNL_013","distributed","mosquitoPoint",0
"30","D07","ORNL","ORNL_014","distributed","basePlot",1600
"31","D07","ORNL","ORNL_015","distributed","basePlot",1600
"32","D07","ORNL","ORNL_017","distributed","basePlot",1600
"33","D07","ORNL","ORNL_018","distributed","basePlot",1600
"34","D07","ORNL","ORNL_019","distributed","basePlot",1600
"35","D07","ORNL","ORNL_021","distributed","basePlot",1600
"36","D07","ORNL","ORNL_022","distributed","mosquitoPoint",0
"37","D07","ORNL","ORNL_023","distributed","mosquitoPoint",0
"38","D07","ORNL","ORNL_024","distributed","mosquitoPoint",0
"39","D07","ORNL","ORNL_025","distributed","mosquitoPoint",0
"40","D07","ORNL","ORNL_026","distributed","mosquitoPoint",0
"41","D07","ORNL","ORNL_027","distributed","basePlot",1600
"42","D07","ORNL","ORNL_027","distributed","birdGrid",250000
"43","D07","ORNL","ORNL_027","distributed","mammalGrid",8100
"44","D07","ORNL","ORNL_028","distributed","mosquitoPoint",0
"45","D07","ORNL","ORNL_029","distributed","basePlot",1600
"46","D07","ORNL","ORNL_029","distributed","birdGrid",250000
"47","D07","ORNL","ORNL_030","distributed","mosquitoPoint",0
"48","D07","ORNL","ORNL_031","distributed","basePlot",1600
"49","D07","ORNL","ORNL_032","distributed","basePlot",1600
"50","D07","ORNL","ORNL_033","distributed","basePlot",1600
"51","D07","ORNL","ORNL_034","distributed","birdGrid",250000
"52","D07","ORNL","ORNL_035","distributed","basePlot",1600
"53","D07","ORNL","ORNL_035","distributed","birdGrid",250000
"54","D07","ORNL","ORNL_038","distributed","birdGrid",250000
"55","D07","ORNL","ORNL_039","distributed","mammalGrid",8100
"56","D07","ORNL","ORNL_040","distributed","basePlot",1600
"57","D07","ORNL","ORNL_040","distributed","tickPlot",1600
"58","D07","ORNL","ORNL_041","distributed","basePlot",1600
"59","D07","ORNL","ORNL_044","distributed","basePlot",1600
"60","D07","ORNL","ORNL_047","distributed","basePlot",1600
"61","D07","ORNL","ORNL_048","distributed","basePlot",1600
"62","D07","ORNL","ORNL_048","distributed","birdGrid",250000
"63","D07","ORNL","ORNL_067","distributed","basePlot",1600
"64","D07","ORNL","ORNL_068","distributed","basePlot",1600
"65","D07","ORNL","ORNL_016","distributed","basePlot",1600
"66","D07","ORNL","ORNL_020","distributed","basePlot",1600
"67","D07","ORNL","ORNL_034","distributed","basePlot",1600
"68","D07","ORNL","ORNL_066","distributed","basePlot",1600
